strategy,mean,stdev,ci95_low,ci95_high,coop_rate,first_defection,echo_length,repeats,seed,epsilon,payoffs,complexity,samples,share
"ALLD",2.785714,1.751301,1.572125,3.999304,0.089286,1.000000,5.090909,2,123,0.100000,"5.000000,3.000000,1.000000,0.000000",1.000000,8,0.000000
"ALLC",1.714286,1.389255,0.751581,2.676990,0.946429,3.000000,4.000000,2,123,0.100000,"5.000000,3.000000,1.000000,0.000000",1.000000,8,0.000000
