strategy,mean,stdev,ci95_low,ci95_high,coop_rate,first_defection,echo_length,repeats,seed,epsilon,payoffs,complexity,samples,share
"PROBER",2.986667,0.000000,2.986667,2.986667,0.993333,1.000000,2.000000,20,7,0.000000,"5.000000,3.000000,1.000000,0.000000",3.000000,40,0.000000
