strategy,mean,stdev,ci95_low,ci95_high,coop_rate,first_defection,echo_length,repeats,seed,epsilon,payoffs,complexity,samples,share
"Reflector",2.984500,0.417938,2.909721,3.059279,0.776500,1.883333,3.115951,30,42,0.000000,"5.000000,3.000000,1.000000,0.000000",3.000000,120,0.000000
"ALLC",2.734500,0.281953,2.684052,2.784948,1.000000,NA,2.260454,30,42,0.000000,"5.000000,3.000000,1.000000,0.000000",1.000000,120,0.000000
