strategy,mean,stdev,ci95_low,ci95_high,coop_rate,first_defection,echo_length,repeats,seed,epsilon,payoffs,complexity,samples,share
"Reflector",2.628667,0.227249,2.571165,2.686169,0.738667,1.966667,4.041975,30,42,0.000000,"5.000000,3.000000,1.000000,0.000000",3.000000,60,0.000000
