strategy,mean,stdev,ci95_low,ci95_high,coop_rate,first_defection,echo_length,repeats,seed,epsilon,payoffs,complexity,samples,share
"GRIM",2.310833,0.707567,2.184233,2.437433,0.509917,2.983333,99.016667,30,42,0.000000,"5.000000,3.000000,1.000000,0.000000",2.000000,120,0.000000
"Reflector",1.760833,0.877450,1.603838,1.917829,0.446417,1.883333,10.133406,30,42,0.000000,"5.000000,3.000000,1.000000,0.000000",3.000000,120,0.000000
