strategy,mean,stdev,ci95_low,ci95_high,coop_rate,first_defection,echo_length,repeats,seed,epsilon,payoffs,complexity,samples,share
"ALLD",3.000000,2.008386,2.640654,3.359346,0.000000,1.000000,100.000000,30,42,0.000000,"5.000000,3.000000,1.000000,0.000000",1.000000,120,0.000000
"ALLC",1.500000,1.506289,1.230491,1.769509,1.000000,NA,100.000000,30,42,0.000000,"5.000000,3.000000,1.000000,0.000000",1.000000,120,0.000000
