strategy,mean,stdev,ci95_low,ci95_high,coop_rate,first_defection,echo_length,repeats,seed,epsilon,payoffs,complexity,samples,share
"Empath",2.839750,0.246060,2.795724,2.883776,0.895667,3.033333,4.719490,30,42,0.000000,"5.000000,3.000000,1.000000,0.000000",3.000000,120,0.000000
"Reflector",2.689500,0.219276,2.650266,2.728734,0.767250,2.366667,4.198843,30,42,0.000000,"5.000000,3.000000,1.000000,0.000000",3.000000,120,0.000000
