generation,strategy,count,share
46,PROBER,1,0.005000
46,Reflector,0,0.000000
46,TFT,1,0.005000
47,ALLC,195,0.975000
47,ALLD,0,0.000000
47,CTFT,1,0.005000
47,Empath,0,0.000000
47,GRIM,2,0.010000
47,PAVLOV,1,0.005000
47,PROBER,0,0.000000
47,Reflector,0,0.000000
47,TFT,1,0.005000
48,ALLC,195,0.975000
48,ALLD,1,0.005000
48,CTFT,0,0.000000
48,Empath,0,0.000000
48,GRIM,1,0.005000
48,PAVLOV,0,0.000000
48,PROBER,0,0.000000
48,Reflector,2,0.010000
48,TFT,1,0.005000
49,ALLC,191,0.955000
49,ALLD,1,0.005000
49,CTFT,0,0.000000
49,Empath,0,0.000000
49,GRIM,1,0.005000
49,PAVLOV,1,0.005000
49,PROBER,2,0.010000
49,Reflector,0,0.000000
49,TFT,4,0.020000
50,ALLC,188,0.940000
50,ALLD,2,0.010000
50,CTFT,1,0.005000
50,Empath,2,0.010000
50,GRIM,0,0.000000
50,PAVLOV,1,0.005000
50,PROBER,1,0.005000
50,Reflector,1,0.005000
50,TFT,4,0.020000
