generation,strategy,count,share
53,ALLC,0,0.000000
53,ALLD,0,0.000000
53,CTFT,17,0.085000
53,GRIM,0,0.000000
53,PAVLOV,0,0.000000
53,PROBER,179,0.895000
53,TFT,4,0.020000
54,ALLC,0,0.000000
54,ALLD,0,0.000000
54,CTFT,17,0.085000
54,GRIM,0,0.000000
54,PAVLOV,0,0.000000
54,PROBER,179,0.895000
54,TFT,4,0.020000
55,ALLC,0,0.000000
55,ALLD,0,0.000000
55,CTFT,17,0.085000
55,GRIM,0,0.000000
55,PAVLOV,0,0.000000
55,PROBER,179,0.895000
55,TFT,4,0.020000
56,ALLC,0,0.000000
56,ALLD,0,0.000000
56,CTFT,17,0.085000
56,GRIM,0,0.000000
56,PAVLOV,0,0.000000
56,PROBER,179,0.895000
56,TFT,4,0.020000
57,ALLC,0,0.000000
57,ALLD,0,0.000000
57,CTFT,17,0.085000
57,GRIM,0,0.000000
57,PAVLOV,0,0.000000
57,PROBER,179,0.895000
57,TFT,4,0.020000
58,ALLC,0,0.000000
58,ALLD,0,0.000000
58,CTFT,17,0.085000
58,GRIM,0,0.000000
58,PAVLOV,0,0.000000
58,PROBER,179,0.895000
58,TFT,4,0.020000
59,ALLC,0,0.000000
59,ALLD,0,0.000000
59,CTFT,17,0.085000
59,GRIM,0,0.000000
59,PAVLOV,0,0.000000
59,PROBER,179,0.895000
59,TFT,4,0.020000
60,ALLC,0,0.000000
60,ALLD,0,0.000000
60,CTFT,17,0.085000
60,GRIM,0,0.000000
60,PAVLOV,0,0.000000
60,PROBER,179,0.895000
60,TFT,4,0.020000
61,ALLC,0,0.000000
61,ALLD,0,0.000000
61,CTFT,17,0.085000
61,GRIM,0,0.000000
61,PAVLOV,0,0.000000
61,PROBER,179,0.895000
61,TFT,4,0.020000
62,ALLC,0,0.000000
62,ALLD,0,0.000000
62,CTFT,17,0.085000
62,GRIM,0,0.000000
62,PAVLOV,0,0.000000
62,PROBER,179,0.895000
62,TFT,4,0.020000
63,ALLC,0,0.000000
63,ALLD,0,0.000000
63,CTFT,17,0.085000
63,GRIM,0,0.000000
63,PAVLOV,0,0.000000
63,PROBER,179,0.895000
63,TFT,4,0.020000
64,ALLC,0,0.000000
64,ALLD,0,0.000000
64,CTFT,17,0.085000
64,GRIM,0,0.000000
64,PAVLOV,0,0.000000
64,PROBER,179,0.895000
64,TFT,4,0.020000
65,ALLC,0,0.000000
65,ALLD,0,0.000000
65,CTFT,17,0.085000
65,GRIM,0,0.000000
65,PAVLOV,0,0.000000
65,PROBER,179,0.895000
65,TFT,4,0.020000
66,ALLC,0,0.000000
66,ALLD,0,0.000000
66,CTFT,17,0.085000
66,GRIM,0,0.000000
66,PAVLOV,0,0.000000
66,PROBER,179,0.895000
66,TFT,4,0.020000
67,ALLC,0,0.000000
67,ALLD,0,0.000000
67,CTFT,17,0.085000
67,GRIM,0,0.000000
67,PAVLOV,0,0.000000
67,PROBER,179,0.895000
67,TFT,4,0.020000
68,ALLC,0,0.000000
68,ALLD,0,0.000000
68,CTFT,17,0.085000
68,GRIM,0,0.000000
68,PAVLOV,0,0.000000
68,PROBER,179,0.895000
68,TFT,4,0.020000
69,ALLC,0,0.000000
69,ALLD,0,0.000000
69,CTFT,17,0.085000
69,GRIM,0,0.000000
69,PAVLOV,0,0.000000
69,PROBER,179,0.895000
69,TFT,4,0.020000
70,ALLC,0,0.000000
70,ALLD,0,0.000000
70,CTFT,17,0.085000
70,GRIM,0,0.000000
70,PAVLOV,0,0.000000
70,PROBER,179,0.895000
70,TFT,4,0.020000
71,ALLC,0,0.000000
71,ALLD,0,0.000000
71,CTFT,17,0.085000
71,GRIM,0,0.000000
71,PAVLOV,0,0.000000
71,PROBER,179,0.895000
71,TFT,4,0.020000
72,ALLC,0,0.000000
72,ALLD,0,0.000000
72,CTFT,17,0.085000
72,GRIM,0,0.000000
72,PAVLOV,0,0.000000
72,PROBER,179,0.895000
72,TFT,4,0.020000
73,ALLC,0,0.000000
73,ALLD,0,0.000000
73,CTFT,17,0.085000
73,GRIM,0,0.000000
73,PAVLOV,0,0.000000
73,PROBER,179,0.895000
73,TFT,4,0.020000
74,ALLC,0,0.000000
74,ALLD,0,0.000000
74,CTFT,17,0.085000
74,GRIM,0,0.000000
74,PAVLOV,0,0.000000
74,PROBER,179,0.895000
74,TFT,4,0.020000
75,ALLC,0,0.000000
75,ALLD,0,0.000000
75,CTFT,17,0.085000
75,GRIM,0,0.000000
75,PAVLOV,0,0.000000
75,PROBER,179,0.895000
75,TFT,4,0.020000
76,ALLC,0,0.000000
76,ALLD,0,0.000000
76,CTFT,17,0.085000
76,GRIM,0,0.000000
76,PAVLOV,0,0.000000
76,PROBER,179,0.895000
76,TFT,4,0.020000
77,ALLC,0,0.000000
77,ALLD,0,0.000000
77,CTFT,17,0.085000
77,GRIM,0,0.000000
77,PAVLOV,0,0.000000
77,PROBER,179,0.895000
77,TFT,4,0.020000
78,ALLC,0,0.000000
78,ALLD,0,0.000000
78,CTFT,17,0.085000
78,GRIM,0,0.000000
78,PAVLOV,0,0.000000
78,PROBER,179,0.895000
78,TFT,4,0.020000
79,ALLC,0,0.000000
79,ALLD,0,0.000000
79,CTFT,17,0.085000
79,GRIM,0,0.000000
79,PAVLOV,0,0.000000
79,PROBER,179,0.895000
79,TFT,4,0.020000
80,ALLC,0,0.000000
80,ALLD,0,0.000000
80,CTFT,17,0.085000
80,GRIM,0,0.000000
80,PAVLOV,0,0.000000
80,PROBER,179,0.895000
80,TFT,4,0.020000
81,ALLC,0,0.000000
81,ALLD,0,0.000000
81,CTFT,17,0.085000
81,GRIM,0,0.000000
81,PAVLOV,0,0.000000
81,PROBER,179,0.895000
81,TFT,4,0.020000
82,ALLC,0,0.000000
82,ALLD,0,0.000000
82,CTFT,17,0.085000
82,GRIM,0,0.000000
82,PAVLOV,0,0.000000
82,PROBER,179,0.895000
82,TFT,4,0.020000
83,ALLC,0,0.000000
83,ALLD,0,0.000000
83,CTFT,17,0.085000
83,GRIM,0,0.000000
83,PAVLOV,0,0.000000
83,PROBER,179,0.895000
83,TFT,4,0.020000
